,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,BallControl,Body Type,CAM,CB,CDM,CF,CM,Composure,Contract Valid Until,Crossing,Curve,Dribbling,FKAccuracy,Finishing,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,HeadingAccuracy,Interceptions,International Reputation,Jersey Number,Joined,Jumping,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Loaned From,LongPassing,LongShots,Marking,Penalties,Position,Positioning,Preferred Foot,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,Reactions,Real Face,Release Clause,ST,ShortPassing,ShotPower,Skill Moves,SlidingTackle,SprintSpeed,Stamina,StandingTackle,Strength,Vision,Volleys,Weak Foot,Work Rate
9957,214507,A. Zapata,33,https://cdn.sofifa.org/players/4/19/214507.png,Colombia,https://cdn.sofifa.org/flags/56.png,66,66,América de Cali,https://cdn.sofifa.org/teams/2/light/101099.png,€260K,€1K,1660,51,73,61,44,62,Lean,58+2,63+2,62+2,56+2,60+2,68,2019,44,53,59,28,50,10,15,10,11,10,60,66,1,20,"Jun 27, 2018",68,58+2,57+2,63+2,60+2,62+2,56+2,56+2,56+2,55+2,57+2,,57,53,60,45,RCB,51,Right,58+2,57+2,63+2,60+2,62+2,56+2,56+2,56+2,55+2,57+2,63,No,€200K,56+2,64,51,2,58,45,52,60,81,65,58,3,Medium/ Medium
9958,235755,A. Trusty,19,https://cdn.sofifa.org/players/4/19/235755.png,United States,https://cdn.sofifa.org/flags/95.png,66,79,Philadelphia Union,https://cdn.sofifa.org/teams/2/light/112134.png,€1.1M,€1K,1601,45,34,38,66,15,Normal,,,,,,41,,25,16,22,18,20,66,63,60,67,68,17,29,,,,58,,,,,,,,,,,,38,20,14,21,GK,15,Right,,,,,,,,,,,52,No,€664K,,45,18,1,17,51,44,18,63,38,17,2,Medium/ Medium
9959,202988,Ryu Won Woo,27,https://cdn.sofifa.org/players/4/19/202988.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,67,Pohang Steelers,https://cdn.sofifa.org/teams/2/light/1474.png,€500K,€2K,1096,59,64,46,31,42,Lean,39+2,64+2,54+2,40+2,42+2,58,"Jun 30, 2019",28,35,31,30,41,12,11,7,14,12,64,65,1,5,,73,39+2,56+2,64+2,42+2,54+2,40+2,40+2,45+2,39+2,53+2,Atalanta,29,28,61,43,CB,34,Right,39+2,56+2,64+2,42+2,54+2,40+2,40+2,45+2,39+2,53+2,52,No,,45+2,43,41,2,65,56,65,70,82,32,35,3,Low/ High
9960,137708,F. Dick,33,https://cdn.sofifa.org/players/4/19/137708.png,Germany,https://cdn.sofifa.org/flags/21.png,66,66,1. FC Kaiserslautern,https://cdn.sofifa.org/teams/2/light/29.png,€250K,€2K,1862,69,32,61,70,62,Lean,61+2,39+2,41+2,63+2,53+2,49,"Jun 30, 2019",35,49,61,46,69,12,8,11,13,10,69,13,1,11,,68,61+2,41+2,39+2,53+2,41+2,63+2,59+2,64+2,60+2,43+2,SD Huesca,40,60,48,64,ST,65,Right,61+2,41+2,39+2,53+2,41+2,63+2,59+2,64+2,60+2,43+2,60,No,,64+2,63,64,2,14,68,63,17,54,55,59,3,High/ Medium
9961,203500,D. Rose,24,https://cdn.sofifa.org/players/4/19/203500.png,England,https://cdn.sofifa.org/flags/14.png,66,69,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,€825K,€6K,1766,51,63,54,43,52,Normal,46+2,63+2,60+2,46+2,51+2,62,2020,57,29,43,48,35,7,15,8,12,12,67,59,1,18,"Jul 1, 2018",39,46+2,59+2,63+2,51+2,60+2,46+2,49+2,50+2,46+2,58+2,,60,45,62,36,LCB,31,Left,46+2,59+2,63+2,51+2,60+2,46+2,49+2,50+2,46+2,58+2,58,No,€801K,50+2,58,68,2,60,54,65,68,87,30,45,3,Medium/ Medium
9962,220396,Rufo,25,https://cdn.sofifa.org/players/4/19/220396.png,Spain,https://cdn.sofifa.org/flags/45.png,66,71,Sandefjord Fotball,https://cdn.sofifa.org/teams/2/light/1757.png,€875K,€2K,1513,63,65,51,66,60,Normal,59+2,63+2,64+2,58+2,62+2,48,2020,52,46,66,49,39,11,8,13,10,16,61,61,1,8,"Jun 17, 2017",61,59+2,62+2,63+2,62+2,64+2,58+2,60+2,57+2,58+2,63+2,,65,67,55,56,RDM,51,Right,59+2,62+2,63+2,62+2,64+2,58+2,60+2,57+2,58+2,63+2,59,No,€1.2M,57+2,73,63,2,62,66,74,69,74,51,47,2,Medium/ Medium
9963,221932,M. Oesterhelweg,27,https://cdn.sofifa.org/players/4/19/221932.png,Germany,https://cdn.sofifa.org/flags/21.png,66,66,VfL Sportfreunde Lotte,https://cdn.sofifa.org/teams/2/light/110700.png,€675K,€1K,1744,77,70,67,75,60,Normal,64+2,41+2,44+2,65+2,57+2,63,2019,61,52,65,48,68,10,10,11,15,12,66,13,1,7,"Jan 1, 2017",73,64+2,44+2,41+2,57+2,44+2,65+2,64+2,66+2,65+2,46+2,,50,62,18,54,LW,67,Right,64+2,44+2,41+2,57+2,44+2,65+2,64+2,66+2,65+2,46+2,64,No,€1M,66+2,62,67,2,17,73,65,26,71,66,60,4,High/ Medium
9964,229868,D. Mignanelli,25,https://cdn.sofifa.org/players/4/19/229868.png,Italy,https://cdn.sofifa.org/flags/27.png,66,71,Ascoli,https://cdn.sofifa.org/teams/2/light/1847.png,€700K,€1K,1669,68,54,61,67,65,Normal,58+2,61+2,60+2,58+2,58+2,56,"Jan 1, 2019",64,67,64,50,46,8,10,14,14,15,54,62,1,26,,60,58+2,63+2,61+2,58+2,60+2,58+2,60+2,57+2,59+2,63+2,Norwich City,49,45,64,43,LB,60,Left,58+2,63+2,61+2,58+2,60+2,58+2,60+2,57+2,59+2,63+2,56,No,,57+2,54,63,3,65,69,73,66,61,57,41,3,High/ Medium
9965,202989,Lee Jong Ho,26,https://cdn.sofifa.org/players/4/19/202989.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,68,Ulsan Hyundai FC,https://cdn.sofifa.org/teams/2/light/1473.png,€800K,€3K,1784,70,70,71,64,66,Normal,58+2,66+2,61+2,59+2,57+2,55,2020,65,36,57,23,44,11,6,7,10,7,66,59,1,12,"Jun 1, 2018",75,58+2,64+2,66+2,57+2,61+2,59+2,60+2,59+2,60+2,63+2,,45,40,65,28,LB,73,Left,58+2,64+2,66+2,57+2,61+2,59+2,60+2,59+2,60+2,63+2,59,No,€680K,59+2,58,51,2,64,68,67,67,81,50,26,3,High/ Medium
9966,215533,S. Stevens,26,https://cdn.sofifa.org/players/4/19/215533.png,Netherlands,https://cdn.sofifa.org/flags/34.png,66,70,Excelsior,https://cdn.sofifa.org/teams/2/light/1971.png,€575K,€2K,1064,63,51,67,61,63,Stocky,62+2,41+2,46+2,62+2,57+2,56,"Jun 30, 2019",45,54,54,48,66,7,7,11,9,14,67,31,1,24,,75,62+2,44+2,41+2,57+2,46+2,62+2,60+2,64+2,61+2,46+2,Extremadura UD,56,59,25,76,ST,70,Right,62+2,44+2,41+2,57+2,46+2,62+2,60+2,64+2,61+2,46+2,64,No,,64+2,62,60,2,20,69,72,15,68,61,60,3,Medium/ Medium
9967,225261,Sergio Gil,22,https://cdn.sofifa.org/players/4/19/225261.png,Spain,https://cdn.sofifa.org/flags/45.png,66,74,CD Lugo,https://cdn.sofifa.org/teams/2/light/110831.png,€825K,€2K,1749,31,30,39,37,18,Normal,,,,,,50,,17,15,15,15,14,66,66,63,64,67,12,13,,,,57,,,,,,,,,,,,23,14,20,18,GK,12,Right,,,,,,,,,,,55,No,€629K,,17,19,1,12,34,26,14,64,35,13,2,Medium/ Medium
9968,226541,U. Zeybek,23,https://cdn.sofifa.org/players/4/19/226541.png,Turkey,https://cdn.sofifa.org/flags/48.png,66,73,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,€775K,€12K,1744,38,34,39,22,22,Normal,,,,,,39,,14,12,15,14,11,64,65,62,66,63,18,28,,,,50,,,,,,,,,,,,15,13,21,22,GK,14,Right,,,,,,,,,,,61,No,€544K,,19,42,1,14,42,32,19,78,36,12,3,Medium/ Medium
9969,230125,A. Acosta,21,https://cdn.sofifa.org/players/4/19/230125.png,Mexico,https://cdn.sofifa.org/flags/83.png,66,78,U.N.A.M.,https://cdn.sofifa.org/teams/2/light/1881.png,€1.2M,€5K,1694,64,59,62,59,57,Lean,53+2,60+2,60+2,52+2,56+2,59,2019,65,55,60,35,31,14,12,12,12,10,59,55,1,36,"Jul 1, 2011",65,53+2,63+2,60+2,56+2,60+2,52+2,58+2,50+2,55+2,63+2,,58,33,55,41,RB,50,Right,53+2,63+2,60+2,56+2,60+2,52+2,58+2,50+2,55+2,63+2,59,No,€866K,50+2,61,43,2,68,69,82,67,62,45,33,3,High/ Medium
9970,232685,K. Oi,34,https://cdn.sofifa.org/players/4/19/232685.png,Japan,https://cdn.sofifa.org/flags/163.png,66,66,Júbilo Iwata,https://cdn.sofifa.org/teams/2/light/101144.png,€200K,€2K,1422,79,34,69,72,64,Normal,62+2,43+2,46+2,63+2,57+2,55,2020,63,46,69,43,65,5,9,8,15,7,60,13,1,32,"Jul 1, 2018",73,62+2,48+2,43+2,57+2,46+2,63+2,64+2,63+2,65+2,50+2,,60,58,42,63,LW,60,Left,62+2,48+2,43+2,57+2,46+2,63+2,64+2,63+2,65+2,50+2,58,No,€2.6M,63+2,66,57,3,22,79,60,40,60,49,55,3,High/ Medium
9971,241389,Y. Sari,19,https://cdn.sofifa.org/players/4/19/241389.png,Turkey,https://cdn.sofifa.org/flags/48.png,66,76,Clermont Foot 63,https://cdn.sofifa.org/teams/2/light/1815.png,€1M,€6K,1602,72,63,58,67,60,Normal,55+2,62+2,61+2,54+2,57+2,54,2019,60,45,58,30,35,8,14,15,7,12,58,61,1,2,"Jul 28, 2016",75,55+2,63+2,62+2,57+2,61+2,54+2,59+2,53+2,56+2,63+2,,54,34,61,50,RB,51,Right,55+2,63+2,62+2,57+2,61+2,54+2,59+2,53+2,56+2,63+2,58,No,€1M,53+2,59,50,2,62,74,81,63,73,54,35,3,Medium/ High
9972,53741,L. Holmes,31,https://cdn.sofifa.org/players/4/19/53741.png,England,https://cdn.sofifa.org/flags/14.png,66,66,Exeter City,https://cdn.sofifa.org/teams/2/light/143.png,€575K,€4K,1666,69,32,60,60,64,Stocky,61+2,46+2,49+2,63+2,57+2,57,2020,57,43,65,42,64,14,10,12,10,9,62,38,1,89,"Aug 15, 2017",63,61+2,50+2,46+2,57+2,49+2,63+2,62+2,64+2,62+2,52+2,,51,59,31,68,ST,63,Right,61+2,50+2,46+2,57+2,49+2,63+2,62+2,64+2,62+2,52+2,64,No,€743K,64+2,64,64,3,38,68,62,33,69,52,52,3,Medium/ Medium
9973,212718,D. Powers,27,https://cdn.sofifa.org/players/4/19/212718.png,United States,https://cdn.sofifa.org/flags/95.png,66,67,Orlando City SC,https://cdn.sofifa.org/teams/2/light/112606.png,€725K,€3K,1808,78,67,78,78,69,Stocky,62+2,60+2,64+2,60+2,63+2,70,2023,43,41,59,42,39,6,6,11,8,10,50,67,1,16,"Jul 1, 2016",49,62+2,62+2,60+2,63+2,64+2,60+2,61+2,57+2,60+2,63+2,,65,56,65,36,CDM,65,Right,62+2,62+2,60+2,63+2,64+2,60+2,61+2,57+2,60+2,63+2,61,No,€784K,57+2,63,57,2,59,68,81,55,62,61,48,3,Medium/ High
9974,213486,D. Efremov,23,https://cdn.sofifa.org/players/4/19/213486.png,Russia,https://cdn.sofifa.org/flags/40.png,66,71,PFC CSKA Moscow,https://cdn.sofifa.org/teams/2/light/315.png,€850K,€1K,1641,30,38,39,38,17,Normal,,,,,,67,,9,11,13,11,14,63,67,66,67,65,14,22,,,,50,,,,,,,,,,,,13,9,16,14,GK,16,Right,,,,,,,,,,,53,No,€54K,,21,24,1,12,33,21,15,64,47,12,3,Medium/ Medium
9975,155886,S. Henderson,30,https://cdn.sofifa.org/players/4/19/155886.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,66,66,Nottingham Forest,https://cdn.sofifa.org/teams/2/light/14.png,€425K,€10K,1117,68,62,58,60,58,Stocky,53+2,64+2,61+2,53+2,55+2,60,"Jun 30, 2019",56,32,56,31,38,10,14,8,15,16,55,61,1,5,,66,53+2,64+2,64+2,55+2,61+2,53+2,56+2,52+2,54+2,63+2,Udinese,52,41,61,34,RCB,39,Right,53+2,64+2,64+2,55+2,61+2,53+2,56+2,52+2,54+2,63+2,61,No,,52+2,58,57,2,70,71,70,72,77,51,37,4,Medium/ High
9976,221934,S. Scougall,25,https://cdn.sofifa.org/players/4/19/221934.png,Scotland,https://cdn.sofifa.org/flags/42.png,66,71,St. Johnstone FC,https://cdn.sofifa.org/teams/2/light/100804.png,€850K,€2K,1750,78,52,73,65,73,Normal,63+2,42+2,44+2,64+2,55+2,65,"Jun 30, 2019",48,40,71,28,62,11,10,13,10,11,65,24,1,9,,77,63+2,45+2,42+2,55+2,44+2,64+2,62+2,64+2,64+2,47+2,Standard de Liège,41,58,26,47,ST,56,Right,63+2,45+2,42+2,55+2,44+2,64+2,62+2,64+2,64+2,47+2,61,No,,64+2,63,60,3,22,74,54,21,67,56,56,3,Medium/ Low
9977,165870,Cho Yong Hyung,34,https://cdn.sofifa.org/players/4/19/165870.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,66,Jeju United FC,https://cdn.sofifa.org/teams/2/light/1478.png,€200K,€2K,1612,72,57,70,67,70,Normal,64+2,58+2,62+2,63+2,64+2,60,2018,64,55,65,60,59,12,11,6,14,8,53,55,1,15,"Jan 25, 2017",45,64+2,61+2,58+2,64+2,62+2,63+2,65+2,61+2,64+2,62+2,,67,62,67,63,LCM,60,Right,64+2,61+2,58+2,64+2,62+2,63+2,65+2,61+2,64+2,62+2,56,No,€861K,61+2,68,58,3,49,70,77,53,69,59,61,3,Medium/ Medium
9978,234222,Cho Young Wook,19,https://cdn.sofifa.org/players/4/19/234222.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,74,FC Seoul,https://cdn.sofifa.org/teams/2/light/982.png,€925K,€2K,1679,75,58,60,66,68,Normal,64+2,60+2,63+2,64+2,63+2,64,2022,56,48,67,49,63,15,7,12,14,8,38,63,1,45,"Jul 1, 2017",55,64+2,63+2,60+2,63+2,63+2,64+2,65+2,63+2,65+2,64+2,,63,59,55,49,CM,59,Right,64+2,63+2,60+2,63+2,63+2,64+2,65+2,63+2,65+2,64+2,64,No,€1.6M,63+2,66,68,3,63,80,61,65,73,59,69,3,Medium/ Medium
9979,239342,H. Koffi,21,https://cdn.sofifa.org/players/4/19/239342.png,Burkina Faso,https://cdn.sofifa.org/flags/101.png,66,77,LOSC Lille,https://cdn.sofifa.org/teams/2/light/65.png,€875K,€4K,1014,78,58,84,90,66,Normal,63+2,44+2,52+2,62+2,59+2,66,2019,62,67,65,58,63,13,11,10,15,6,30,32,1,10,"Jul 1, 2016",63,63+2,51+2,44+2,59+2,52+2,62+2,64+2,60+2,64+2,54+2,,59,62,40,74,LM,58,Right,63+2,51+2,44+2,59+2,52+2,62+2,64+2,60+2,64+2,54+2,57,No,€991K,60+2,62,67,3,37,72,76,39,59,60,62,5,Medium/ Medium
9980,211439,T. Gabuza,30,https://cdn.sofifa.org/players/4/19/211439.png,South Africa,https://cdn.sofifa.org/flags/140.png,66,66,Orlando Pirates,https://cdn.sofifa.org/teams/2/light/110930.png,€625K,€1K,1586,69,74,75,74,63,Normal,63+2,60+2,62+2,63+2,63+2,61,2019,56,55,58,53,62,7,13,6,11,11,58,60,1,23,"Jan 1, 2017",63,63+2,62+2,60+2,63+2,62+2,63+2,64+2,62+2,63+2,63+2,,59,61,57,48,CM,69,Right,63+2,62+2,60+2,63+2,62+2,63+2,64+2,62+2,63+2,63+2,65,No,€656K,62+2,63,54,2,55,71,91,57,62,63,50,2,High/ High
9981,215279,T. Albutat,25,https://cdn.sofifa.org/players/4/19/215279.png,Germany,https://cdn.sofifa.org/flags/21.png,66,70,MSV Duisburg,https://cdn.sofifa.org/teams/2/light/1825.png,€700K,€2K,1708,66,76,65,60,64,Normal,63+2,60+2,63+2,62+2,64+2,62,2018,57,55,62,62,56,10,7,14,16,15,48,55,1,19,"Jan 21, 2017",72,63+2,61+2,60+2,64+2,63+2,62+2,64+2,61+2,62+2,62+2,,63,59,61,55,RDM,66,Right,63+2,61+2,60+2,64+2,63+2,62+2,64+2,61+2,62+2,62+2,66,No,€594K,61+2,65,64,2,52,68,90,54,72,61,57,3,High/ High
9982,216047,P. Muñoz,32,https://cdn.sofifa.org/players/4/19/216047.png,Chile,https://cdn.sofifa.org/flags/55.png,66,66,CD O'Higgins,https://cdn.sofifa.org/teams/2/light/112116.png,€500K,€3K,1610,39,34,46,35,19,Stocky,,,,,,39,,19,16,15,14,17,64,61,59,65,69,14,17,,,,53,,,,,,,,,,,,22,14,10,23,GK,7,Right,,,,,,,,,,,58,No,,,28,23,1,17,39,34,17,69,44,19,2,Medium/ Medium
9983,222959,S. Moreo,25,https://cdn.sofifa.org/players/4/19/222959.png,Italy,https://cdn.sofifa.org/flags/27.png,66,71,Palermo,https://cdn.sofifa.org/teams/2/light/1843.png,€875K,€2K,1599,78,35,76,66,61,Normal,62+2,39+2,44+2,63+2,55+2,61,2021,63,56,66,51,68,9,13,8,7,13,35,36,1,77,"Jul 1, 2018",77,62+2,47+2,39+2,55+2,44+2,63+2,63+2,62+2,65+2,50+2,,46,65,31,61,RW,63,Left,62+2,47+2,39+2,55+2,44+2,63+2,63+2,62+2,65+2,50+2,58,No,€1.3M,62+2,56,66,2,24,83,62,21,63,58,58,4,Medium/ Medium
9984,228591,C. Arcus,22,https://cdn.sofifa.org/players/4/19/228591.png,Haiti,https://cdn.sofifa.org/flags/80.png,66,74,AJ Auxerre,https://cdn.sofifa.org/teams/2/light/57.png,€800K,€2K,1608,88,55,78,66,62,Normal,63+2,45+2,50+2,63+2,57+2,45,2022,63,45,59,47,60,11,8,9,12,13,40,35,1,19,"Jan 1, 2010",65,63+2,50+2,45+2,57+2,50+2,63+2,64+2,62+2,65+2,53+2,,58,53,45,50,RW,66,Right,63+2,50+2,45+2,57+2,50+2,63+2,64+2,62+2,65+2,53+2,64,No,€656K,62+2,63,66,2,25,82,60,27,72,60,43,4,High/ Medium
9985,188399,A. Dercho,31,https://cdn.sofifa.org/players/4/19/188399.png,Germany,https://cdn.sofifa.org/flags/21.png,66,66,VfL Osnabrück,https://cdn.sofifa.org/teams/2/light/487.png,€425K,€2K,1676,79,32,71,67,60,Lean,62+2,34+2,42+2,61+2,56+2,49,2021,62,59,68,57,56,16,7,13,11,10,29,17,1,16,"Jul 2, 2018",67,62+2,42+2,34+2,56+2,42+2,61+2,63+2,58+2,63+2,46+2,,62,57,27,59,RM,60,Right,62+2,42+2,34+2,56+2,42+2,61+2,63+2,58+2,63+2,46+2,55,No,€2M,58+2,59,68,3,15,82,66,18,68,61,42,3,Medium/ Low
9986,148720,H. Hauger,32,https://cdn.sofifa.org/players/4/19/148720.png,Norway,https://cdn.sofifa.org/flags/36.png,66,66,Strømsgodset IF,https://cdn.sofifa.org/teams/2/light/922.png,€375K,€2K,1697,37,80,39,48,48,Normal,37+2,64+2,56+2,37+2,43+2,52,2021,28,24,34,30,23,12,13,13,7,13,63,59,1,18,"Jan 26, 2018",76,37+2,54+2,64+2,43+2,56+2,37+2,38+2,39+2,35+2,52+2,,36,24,64,37,RCB,25,Right,37+2,54+2,64+2,43+2,56+2,37+2,38+2,39+2,35+2,52+2,53,No,€1.1M,39+2,46,41,2,65,34,72,67,81,34,24,3,Low/ Medium
9987,157168,Manu,34,https://cdn.sofifa.org/players/4/19/157168.png,Switzerland,https://cdn.sofifa.org/flags/47.png,66,66,Elche CF,https://cdn.sofifa.org/teams/2/light/468.png,€180K,€2K,1821,66,68,64,80,60,Stocky,57+2,64+2,62+2,57+2,58+2,61,2022,59,54,56,51,50,11,11,12,15,10,62,66,1,12,"Sep 7, 2018",74,57+2,63+2,64+2,58+2,62+2,57+2,58+2,58+2,58+2,63+2,,58,51,67,44,RB,54,Right,57+2,63+2,64+2,58+2,62+2,57+2,58+2,58+2,58+2,63+2,65,No,€788K,58+2,62,63,2,61,67,67,63,69,47,59,2,Medium/ Medium
9988,228592,A. Confais,21,https://cdn.sofifa.org/players/4/19/228592.png,France,https://cdn.sofifa.org/flags/18.png,66,74,ESTAC Troyes,https://cdn.sofifa.org/teams/2/light/294.png,€825K,€2K,1725,70,65,68,74,63,Normal,62+2,55+2,58+2,62+2,62+2,59,2019,60,64,61,60,60,13,13,16,7,13,65,51,1,14,"Jan 1, 2014",88,62+2,57+2,55+2,62+2,58+2,62+2,63+2,62+2,62+2,58+2,,62,57,32,54,RM,65,Left,62+2,57+2,55+2,62+2,58+2,62+2,63+2,62+2,62+2,58+2,63,No,€641K,62+2,61,58,3,47,61,88,54,72,63,45,4,High/ Medium
9989,231408,J. Leko,19,https://cdn.sofifa.org/players/4/19/231408.png,England,https://cdn.sofifa.org/flags/14.png,66,78,West Bromwich Albion,https://cdn.sofifa.org/teams/2/light/109.png,€1.1M,€6K,1602,83,39,83,86,68,Stocky,63+2,41+2,45+2,63+2,56+2,50,2021,59,48,70,42,56,14,13,7,14,10,48,21,1,37,"Jul 25, 2018",61,63+2,47+2,41+2,56+2,45+2,63+2,64+2,62+2,65+2,50+2,,55,55,28,50,RM,58,Right,63+2,47+2,41+2,56+2,45+2,63+2,64+2,62+2,65+2,50+2,56,No,€1.5M,62+2,64,70,3,35,80,54,29,63,54,57,5,High/ Medium
9990,231664,J. Aguirre,26,https://cdn.sofifa.org/players/4/19/231664.png,Colombia,https://cdn.sofifa.org/flags/56.png,66,71,Atlético Bucaramanga,https://cdn.sofifa.org/teams/2/light/112992.png,€600K,€1K,991,86,57,71,82,66,Normal,61+2,52+2,55+2,61+2,58+2,64,2020,66,67,67,44,55,15,15,10,15,10,45,47,1,33,"Jul 21, 2018",75,61+2,58+2,52+2,58+2,55+2,61+2,64+2,59+2,64+2,59+2,,53,50,43,63,LM,53,Right,61+2,58+2,52+2,58+2,55+2,61+2,64+2,59+2,64+2,59+2,56,No,€1.6M,59+2,60,63,3,50,82,66,52,62,61,40,2,High/ Medium
9991,176368,Kim Chang Soo,32,https://cdn.sofifa.org/players/4/19/176368.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,66,Ulsan Hyundai FC,https://cdn.sofifa.org/teams/2/light/1473.png,€350K,€2K,1792,68,47,74,72,69,Lean,65+2,49+2,54+2,64+2,62+2,57,2018,52,50,72,59,61,13,15,6,8,7,53,42,1,10,"Jan 31, 2017",70,65+2,52+2,49+2,62+2,54+2,64+2,64+2,62+2,64+2,55+2,,62,66,39,53,LM,56,Right,65+2,52+2,49+2,62+2,54+2,64+2,64+2,62+2,64+2,55+2,57,No,€1M,62+2,66,70,3,43,68,72,36,70,64,32,4,Medium/ Medium
9992,242672,L. Ćirković,25,https://cdn.sofifa.org/players/4/19/242672.png,Serbia,https://cdn.sofifa.org/flags/51.png,66,69,FC Luzern,https://cdn.sofifa.org/teams/2/light/897.png,€675K,€4K,1437,76,59,69,69,66,Normal,61+2,39+2,43+2,63+2,55+2,64,2018,53,39,56,37,60,12,12,6,10,7,64,18,1,9,"Jan 25, 2017",60,61+2,44+2,39+2,55+2,43+2,63+2,62+2,64+2,62+2,46+2,,46,56,22,69,LS,67,Right,61+2,44+2,39+2,55+2,43+2,63+2,62+2,64+2,62+2,46+2,65,No,€688K,64+2,60,68,2,14,77,73,20,62,58,57,4,High/ Low
9993,244208,Isma Cerro,22,https://cdn.sofifa.org/players/4/19/244208.png,Spain,https://cdn.sofifa.org/flags/45.png,66,73,Real Sporting de Gijón,https://cdn.sofifa.org/teams/2/light/459.png,€900K,€3K,1614,57,73,68,71,63,Stocky,59+2,61+2,63+2,57+2,62+2,64,2020,61,48,59,30,46,12,6,12,11,6,55,66,1,20,"Sep 18, 2018",66,59+2,59+2,61+2,62+2,63+2,57+2,59+2,54+2,58+2,60+2,,69,51,58,40,CDM,43,Left,59+2,59+2,61+2,62+2,63+2,57+2,59+2,54+2,58+2,60+2,69,No,€375K,54+2,63,54,2,54,53,59,56,72,68,43,3,Medium/ Medium
9994,244464,E. Castillo,23,https://cdn.sofifa.org/players/4/19/244464.png,Ecuador,https://cdn.sofifa.org/flags/57.png,66,75,Club Tijuana,https://cdn.sofifa.org/teams/2/light/111678.png,€1M,€6K,1682,83,59,76,77,60,Lean,58+2,62+2,60+2,57+2,57+2,55,2019,65,48,61,29,43,11,8,7,13,10,55,56,1,16,"Jan 6, 2016",88,58+2,64+2,62+2,57+2,60+2,57+2,61+2,55+2,60+2,64+2,,53,56,60,44,RB,53,Right,58+2,64+2,62+2,57+2,60+2,57+2,61+2,55+2,60+2,64+2,55,No,€1M,55+2,63,45,2,64,78,76,63,71,50,54,2,High/ High
9995,192496,P. Downing,26,https://cdn.sofifa.org/players/4/19/192496.png,England,https://cdn.sofifa.org/flags/14.png,66,68,Blackburn Rovers,https://cdn.sofifa.org/teams/2/light/3.png,€650K,€11K,1523,75,74,70,73,67,Lean,63+2,62+2,62+2,64+2,61+2,60,2018,63,65,63,49,61,11,14,11,11,10,62,57,1,11,"Dec 7, 2015",71,63+2,63+2,62+2,61+2,62+2,64+2,64+2,64+2,64+2,64+2,,56,60,58,65,RB,61,Right,63+2,63+2,62+2,61+2,62+2,64+2,64+2,64+2,64+2,64+2,64,Yes,€675K,64+2,60,72,3,60,76,78,58,72,60,59,4,High/ Medium
9996,211953,R. Vollath,28,https://cdn.sofifa.org/players/4/19/211953.png,Germany,https://cdn.sofifa.org/flags/21.png,66,67,KFC Uerdingen 05,https://cdn.sofifa.org/teams/2/light/167.png,€525K,€2K,1015,69,35,69,66,65,Normal,62+2,41+2,45+2,63+2,56+2,60,2020,57,51,60,42,61,11,15,14,13,14,60,17,1,27,"Aug 2, 2017",75,62+2,46+2,41+2,56+2,45+2,63+2,62+2,63+2,63+2,49+2,,45,55,41,51,ST,65,Right,62+2,46+2,41+2,56+2,45+2,63+2,62+2,63+2,63+2,49+2,64,No,€1.3M,63+2,67,61,2,20,69,74,18,73,58,66,3,Medium/ Medium
9997,229873,A. Munksgaard,20,https://cdn.sofifa.org/players/4/19/229873.png,Denmark,https://cdn.sofifa.org/flags/13.png,66,74,FC Midtjylland,https://cdn.sofifa.org/teams/2/light/1516.png,€825K,€4K,1670,93,69,86,84,61,Normal,62+2,45+2,49+2,63+2,56+2,60,2019,53,45,70,37,60,8,10,14,8,10,42,33,1,23,"Jul 1, 2017",82,62+2,51+2,45+2,56+2,49+2,63+2,64+2,60+2,64+2,53+2,,50,50,31,54,LM,56,Right,62+2,51+2,45+2,56+2,49+2,63+2,64+2,60+2,64+2,53+2,58,No,€1.4M,60+2,59,62,5,31,93,73,39,54,55,52,4,High/ Medium
9998,233457,Jang Ho Ik,24,https://cdn.sofifa.org/players/4/19/233457.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,66,72,Suwon Samsung Bluewings,https://cdn.sofifa.org/teams/2/light/983.png,€875K,€3K,1748,53,35,48,56,20,Stocky,,,,,,60,,12,15,14,13,12,67,58,64,65,70,20,18,,,,66,,,,,,,,,,,,24,12,13,14,GK,15,Right,,,,,,,,,,,60,No,€228K,,27,22,1,15,48,24,14,71,37,14,3,Medium/ Medium
